State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield
Bihar,VAISHALI,1998,Rabi,Wheat,45231.0,114786.0,2.5377727664654772
Bihar,VAISHALI,1998,Summer,Maize,10312.0,19857.0,1.9256206361520558
Bihar,VAISHALI,1998,Summer,Rice,517.0,960.0,1.8568665377176015
Bihar,VAISHALI,1998,Whole Year,Banana,2393.0,52287.0,21.84997910572503
Bihar,VAISHALI,1998,Whole Year,Coriander,218.0,94.0,0.43119266055045874
Bihar,VAISHALI,1998,Whole Year,Dry chillies,80.0,117.0,1.4625
Bihar,VAISHALI,1998,Whole Year,Garlic,61.0,89.0,1.459016393442623
Bihar,VAISHALI,1998,Whole Year,Onion,955.0,5845.0,6.12041884816754
Bihar,VAISHALI,1998,Whole Year,Potato,7206.0,49267.0,6.836941437690813
Bihar,VAISHALI,1998,Whole Year,Sugarcane,182.0,3665.0,20.13736263736264
Bihar,VAISHALI,1998,Whole Year,Sweet potato,811.0,8767.0,10.810110974106042
Bihar,VAISHALI,1998,Whole Year,Tobacco,7988.0,6095.0,0.7630195292939409
Bihar,VAISHALI,1998,Whole Year,Turmeric,74.0,72.0,0.972972972972973
Bihar,VAISHALI,1998,Winter,Rice,47253.0,49377.0,1.0449495270141578
Bihar,VAISHALI,1999,Kharif,Arhar/Tur,1503.0,2441.0,1.6240851630073188
Bihar,VAISHALI,1999,Kharif,Bajra,16.0,10.0,0.625
Bihar,VAISHALI,1999,Kharif,Horse-gram,1.0,1.0,1.0
Bihar,VAISHALI,1999,Kharif,Jowar,282.0,503.0,1.7836879432624113
Bihar,VAISHALI,1999,Kharif,Maize,14119.0,32006.0,2.2668744245343153
Bihar,VAISHALI,1999,Kharif,Mesta,567.0,3427.0,6.044091710758377
Bihar,VAISHALI,1999,Kharif,Ragi,459.0,649.0,1.4139433551198257
Bihar,VAISHALI,1999,Kharif,Rice,9718.0,11866.0,1.2210331343897922
Bihar,VAISHALI,1999,Kharif,Sesamum,30.0,15.0,0.5
Bihar,VAISHALI,1999,Kharif,Sunflower,8.0,3.0,0.375
Bihar,VAISHALI,1999,Kharif,Urad,821.0,586.0,0.7137637028014616
Bihar,VAISHALI,1999,Rabi,Gram,117.0,114.0,0.9743589743589743
Bihar,VAISHALI,1999,Rabi,Khesari,157.0,95.0,0.6050955414012739
Bihar,VAISHALI,1999,Rabi,Linseed,152.0,83.0,0.5460526315789473
Bihar,VAISHALI,1999,Rabi,Maize,4508.0,9593.0,2.127994676131322
Bihar,VAISHALI,1999,Rabi,Masoor,282.0,227.0,0.8049645390070922
Bihar,VAISHALI,1999,Rabi,Moong(Green Gram),16852.0,8746.0,0.5189888440541182
Bihar,VAISHALI,1999,Rabi,Other  Rabi pulses,82.0,69.0,0.8414634146341463
Bihar,VAISHALI,1999,Rabi,Peas & beans (Pulses),31.0,25.0,0.8064516129032258
Bihar,VAISHALI,1999,Rabi,Rapeseed &Mustard,2536.0,1775.0,0.6999211356466877
Bihar,VAISHALI,1999,Rabi,Wheat,40889.0,98847.0,2.4174472351977303
Bihar,VAISHALI,1999,Summer,Maize,9473.0,20867.0,2.2027868679404623
Bihar,VAISHALI,1999,Summer,Rice,56.0,45.0,0.8035714285714286
Bihar,VAISHALI,1999,Whole Year,Banana,2248.0,49434.0,21.990213523131672
Bihar,VAISHALI,1999,Whole Year,Coriander,300.0,159.0,0.53
Bihar,VAISHALI,1999,Whole Year,Dry chillies,71.0,94.0,1.323943661971831
Bihar,VAISHALI,1999,Whole Year,Garlic,44.0,65.0,1.4772727272727273
Bihar,VAISHALI,1999,Whole Year,Onion,860.0,3035.0,3.5290697674418605
Bihar,VAISHALI,1999,Whole Year,Potato,6216.0,43120.0,6.936936936936937
Bihar,VAISHALI,1999,Whole Year,Sugarcane,171.0,6731.0,39.36257309941521
Bihar,VAISHALI,1999,Whole Year,Sweet potato,493.0,6722.0,13.634888438133874
Bihar,VAISHALI,1999,Whole Year,Tobacco,7816.0,7918.0,1.013050153531218
Bihar,VAISHALI,1999,Whole Year,Turmeric,120.0,126.0,1.05
Bihar,VAISHALI,2000,Autumn,Rice,50324.0,77664.0,1.5432795485255544
Bihar,VAISHALI,2000,Kharif,Arhar/Tur,1543.0,1509.0,0.9779650032404407
Bihar,VAISHALI,2000,Kharif,Dry ginger,6.0,9.0,1.5
Bihar,VAISHALI,2000,Kharif,Jute,87.0,729.0,8.379310344827585
Bihar,VAISHALI,2000,Kharif,Maize,14746.0,30661.0,2.0792757357927574
Bihar,VAISHALI,2000,Kharif,Mesta,590.0,3124.0,5.294915254237288
Bihar,VAISHALI,2000,Kharif,Moong(Green Gram),43.0,37.0,0.8604651162790697
Bihar,VAISHALI,2000,Kharif,Other Kharif pulses,74.0,38.0,0.5135135135135135
Bihar,VAISHALI,2000,Kharif,Ragi,378.0,338.0,0.8941798941798942
Bihar,VAISHALI,2000,Kharif,Rice,12250.0,19943.0,1.628
Bihar,VAISHALI,2000,Kharif,Sesamum,17.0,12.0,0.7058823529411765
Bihar,VAISHALI,2000,Kharif,Small millets,1980.0,1045.0,0.5277777777777778
Bihar,VAISHALI,2000,Kharif,Sunflower,5.0,5.0,1.0
Bihar,VAISHALI,2000,Kharif,Urad,759.0,489.0,0.6442687747035574
Bihar,VAISHALI,2000,Rabi,Barley,407.0,459.0,1.1277641277641277
Bihar,VAISHALI,2000,Rabi,Gram,121.0,125.0,1.0330578512396693
Bihar,VAISHALI,2000,Rabi,Khesari,545.0,334.0,0.6128440366972477
Bihar,VAISHALI,2000,Rabi,Linseed,453.0,371.0,0.8189845474613686
Bihar,VAISHALI,2000,Rabi,Maize,6606.0,12849.0,1.9450499545867392
Bihar,VAISHALI,2000,Rabi,Masoor,391.0,1355.0,3.465473145780051
Bihar,VAISHALI,2000,Rabi,Moong(Green Gram),15866.0,9266.0,0.5840161351317282
Bihar,VAISHALI,2000,Rabi,Other  Rabi pulses,42.0,21.0,0.5
Bihar,VAISHALI,2000,Rabi,Peas & beans (Pulses),31.0,30.0,0.967741935483871
Bihar,VAISHALI,2000,Rabi,Rapeseed &Mustard,2680.0,1876.0,0.7
Bihar,VAISHALI,2000,Rabi,Wheat,43299.0,109076.0,2.5191343910944823
Bihar,VAISHALI,2000,Summer,Maize,9789.0,26479.0,2.7049749719072427
Bihar,VAISHALI,2000,Summer,Rice,300.0,358.0,1.1933333333333334
Bihar,VAISHALI,2000,Whole Year,Banana,2212.0,9335.0,4.220162748643761
Bihar,VAISHALI,2000,Whole Year,Coriander,255.0,104.0,0.40784313725490196
Bihar,VAISHALI,2000,Whole Year,Dry chillies,70.0,48.0,0.6857142857142857
Bihar,VAISHALI,2000,Whole Year,Garlic,53.0,80.0,1.509433962264151
Bihar,VAISHALI,2000,Whole Year,Onion,952.0,6997.0,7.349789915966387
Bihar,VAISHALI,2000,Whole Year,Potato,7007.0,42732.0,6.098472955615812
Bihar,VAISHALI,2000,Whole Year,Sugarcane,164.0,6768.0,41.26829268292683
Bihar,VAISHALI,2000,Whole Year,Sweet potato,665.0,8056.0,12.114285714285714
Bihar,VAISHALI,2000,Whole Year,Tobacco,7927.0,9219.0,1.1629872587359658
Bihar,VAISHALI,2000,Whole Year,Turmeric,148.0,164.0,1.1081081081081081
Bihar,VAISHALI,2001,Autumn,Maize,15488.0,14347.0,0.9263300619834711
Bihar,VAISHALI,2001,Autumn,Rice,47097.0,69015.0,1.4653799605070386
Bihar,VAISHALI,2001,Kharif,Arhar/Tur,1366.0,1336.0,0.9780380673499268
Bihar,VAISHALI,2001,Kharif,Jute,59.0,394.0,6.677966101694915
Bihar,VAISHALI,2001,Kharif,Mesta,589.0,1924.0,3.266553480475382
Bihar,VAISHALI,2001,Kharif,Moong(Green Gram),4.0,2.0,0.5
Bihar,VAISHALI,2001,Kharif,Other Kharif pulses,21.0,11.0,0.5238095238095238
Bihar,VAISHALI,2001,Kharif,Ragi,174.0,163.0,0.9367816091954023
Bihar,VAISHALI,2001,Kharif,Rice,336.0,648.0,1.9285714285714286
Bihar,VAISHALI,2001,Kharif,Sesamum,22.0,16.0,0.7272727272727273
Bihar,VAISHALI,2001,Kharif,Small millets,790.0,586.0,0.7417721518987341
Bihar,VAISHALI,2001,Kharif,Sunflower,8.0,9.0,1.125
Bihar,VAISHALI,2001,Kharif,Urad,754.0,537.0,0.7122015915119363
Bihar,VAISHALI,2001,Rabi,Barley,252.0,453.0,1.7976190476190477
Bihar,VAISHALI,2001,Rabi,Gram,354.0,336.0,0.9491525423728814
Bihar,VAISHALI,2001,Rabi,Khesari,146.0,119.0,0.815068493150685
Bihar,VAISHALI,2001,Rabi,Linseed,120.0,85.0,0.7083333333333334
Bihar,VAISHALI,2001,Rabi,Maize,5360.0,18642.0,3.4779850746268655
Bihar,VAISHALI,2001,Rabi,Masoor,281.0,173.0,0.6156583629893239
Bihar,VAISHALI,2001,Rabi,Other  Rabi pulses,64.0,44.0,0.6875
Bihar,VAISHALI,2001,Rabi,Peas & beans (Pulses),15.0,15.0,1.0
Bihar,VAISHALI,2001,Rabi,Rapeseed &Mustard,2430.0,1618.0,0.665843621399177
Bihar,VAISHALI,2001,Rabi,Wheat,47414.0,108088.0,2.2796642341924325
Bihar,VAISHALI,2001,Summer,Maize,6421.0,16387.0,2.552094689300732
Bihar,VAISHALI,2001,Summer,Rice,14078.0,19203.0,1.3640431879528343
Bihar,VAISHALI,2001,Whole Year,Banana,2295.0,31556.0,13.749891067538126
Bihar,VAISHALI,2001,Whole Year,Coriander,187.0,108.0,0.5775401069518716
Bihar,VAISHALI,2001,Whole Year,Dry chillies,116.0,85.0,0.7327586206896551
Bihar,VAISHALI,2001,Whole Year,Garlic,52.0,79.0,1.5192307692307692
Bihar,VAISHALI,2001,Whole Year,Onion,674.0,5972.0,8.86053412462908
Bihar,VAISHALI,2001,Whole Year,Potato,6252.0,41214.0,6.592130518234165
Bihar,VAISHALI,2001,Whole Year,Sugarcane,36.0,1697.0,47.138888888888886
Bihar,VAISHALI,2001,Whole Year,Sweet potato,471.0,5475.0,11.624203821656051
Bihar,VAISHALI,2001,Whole Year,Tobacco,6133.0,6752.0,1.1009293983368662
Bihar,VAISHALI,2001,Whole Year,Turmeric,113.0,115.0,1.0176991150442478
Bihar,VAISHALI,2002,Autumn,Maize,16539.0,30809.0,1.8628091178426749
Bihar,VAISHALI,2002,Autumn,Rice,14058.0,19315.0,1.3739507753592262
Bihar,VAISHALI,2002,Kharif,Arhar/Tur,1522.0,1289.0,0.8469119579500657
Bihar,VAISHALI,2002,Kharif,Mesta,595.0,2787.0,4.684033613445378
Bihar,VAISHALI,2002,Kharif,Moong(Green Gram),5.0,3.0,0.6
Bihar,VAISHALI,2002,Kharif,Other Kharif pulses,22.0,11.0,0.5
Bihar,VAISHALI,2002,Kharif,Ragi,168.0,134.0,0.7976190476190477
Bihar,VAISHALI,2002,Kharif,Sesamum,44.0,25.0,0.5681818181818182
Bihar,VAISHALI,2002,Kharif,Small millets,532.0,411.0,0.7725563909774437
Bihar,VAISHALI,2002,Kharif,Sunflower,8.0,9.0,1.125
Bihar,VAISHALI,2002,Kharif,Urad,768.0,561.0,0.73046875
Bihar,VAISHALI,2002,Rabi,Barley,250.0,300.0,1.2
Bihar,VAISHALI,2002,Rabi,Gram,107.0,108.0,1.0093457943925233
Bihar,VAISHALI,2002,Rabi,Khesari,83.0,51.0,0.6144578313253012
Bihar,VAISHALI,2002,Rabi,Linseed,86.0,65.0,0.7558139534883721
Bihar,VAISHALI,2002,Rabi,Maize,5677.0,16282.0,2.86806411837238
Bihar,VAISHALI,2002,Rabi,Masoor,265.0,149.0,0.5622641509433962
Bihar,VAISHALI,2002,Rabi,Other  Rabi pulses,1.0,1.0,1.0
Bihar,VAISHALI,2002,Rabi,Peas & beans (Pulses),27.0,24.0,0.8888888888888888
Bihar,VAISHALI,2002,Rabi,Rapeseed &Mustard,2816.0,1760.0,0.625
Bihar,VAISHALI,2002,Rabi,Safflower,10.0,8.0,0.8
Bihar,VAISHALI,2002,Rabi,Wheat,43369.0,91786.0,2.1163965044155963
Bihar,VAISHALI,2002,Summer,Maize,12105.0,48981.0,4.046344485749691
Bihar,VAISHALI,2002,Summer,Moong(Green Gram),16429.0,8855.0,0.5389859394972305
Bihar,VAISHALI,2002,Summer,Rice,188.0,356.0,1.8936170212765957
Bihar,VAISHALI,2002,Whole Year,Banana,2229.0,36110.0,16.200089726334678
Bihar,VAISHALI,2002,Whole Year,Coriander,170.0,111.0,0.6529411764705882
Bihar,VAISHALI,2002,Whole Year,Dry chillies,50.0,28.0,0.56
Bihar,VAISHALI,2002,Whole Year,Garlic,38.0,56.0,1.4736842105263157
Bihar,VAISHALI,2002,Whole Year,Onion,663.0,3700.0,5.580693815987933
Bihar,VAISHALI,2002,Whole Year,Potato,6861.0,45570.0,6.641888937472672
Bihar,VAISHALI,2002,Whole Year,Sugarcane,36.0,1584.0,44.0
Bihar,VAISHALI,2002,Whole Year,Sweet potato,461.0,6329.0,13.728850325379609
Bihar,VAISHALI,2002,Whole Year,Tobacco,6252.0,7027.0,1.1239603326935381
Bihar,VAISHALI,2002,Whole Year,Turmeric,118.0,117.0,0.9915254237288136
Bihar,VAISHALI,2002,Winter,Rice,47937.0,60804.0,1.2684147944176731
Bihar,VAISHALI,2003,Autumn,Rice,13377.0,13099.0,0.979218060850714
Bihar,VAISHALI,2003,Kharif,Arhar/Tur,1809.0,1500.0,0.8291873963515755
Bihar,VAISHALI,2003,Kharif,Castor seed,14.0,14.0,1.0
Bihar,VAISHALI,2003,Kharif,Jute,267.0,1982.0,7.4232209737827715
Bihar,VAISHALI,2003,Kharif,Maize,17352.0,20587.0,1.1864338404794836
Bihar,VAISHALI,2003,Kharif,Mesta,291.0,1300.0,4.4673539518900345
Bihar,VAISHALI,2003,Kharif,Moong(Green Gram),80.0,42.0,0.525
Bihar,VAISHALI,2003,Kharif,Other Kharif pulses,34.0,18.0,0.5294117647058824
Bihar,VAISHALI,2003,Kharif,Ragi,390.0,281.0,0.7205128205128205
Bihar,VAISHALI,2003,Kharif,Sesamum,13.0,9.0,0.6923076923076923
Bihar,VAISHALI,2003,Kharif,Small millets,615.0,481.0,0.7821138211382114
Bihar,VAISHALI,2003,Kharif,Urad,552.0,428.0,0.7753623188405797
Bihar,VAISHALI,2003,Rabi,Barley,201.0,271.0,1.3482587064676617
Bihar,VAISHALI,2003,Rabi,Gram,295.0,289.0,0.9796610169491525
Bihar,VAISHALI,2003,Rabi,Khesari,60.0,51.0,0.85
Bihar,VAISHALI,2003,Rabi,Linseed,107.0,84.0,0.7850467289719626
Bihar,VAISHALI,2003,Rabi,Maize,6596.0,19537.0,2.9619466343238328
Bihar,VAISHALI,2003,Rabi,Masoor,347.0,302.0,0.8703170028818443
Bihar,VAISHALI,2003,Rabi,Other  Rabi pulses,14.0,10.0,0.7142857142857143
Bihar,VAISHALI,2003,Rabi,Peas & beans (Pulses),46.0,43.0,0.9347826086956522
Bihar,VAISHALI,2003,Rabi,Rapeseed &Mustard,2369.0,1341.0,0.566061629379485
Bihar,VAISHALI,2003,Rabi,Wheat,39075.0,34720.0,0.8885476647472809
Bihar,VAISHALI,2003,Summer,Maize,9394.0,22231.0,2.3665105386416863
Bihar,VAISHALI,2003,Summer,Moong(Green Gram),15115.0,7663.0,0.5069798213695005
Bihar,VAISHALI,2003,Summer,Rice,73.0,74.0,1.0136986301369864
Bihar,VAISHALI,2003,Whole Year,Banana,2026.0,29174.0,14.399802566633761
Bihar,VAISHALI,2003,Whole Year,Coriander,179.0,124.0,0.6927374301675978
Bihar,VAISHALI,2003,Whole Year,Dry chillies,22.0,12.0,0.5454545454545454
Bihar,VAISHALI,2003,Whole Year,Garlic,68.0,103.0,1.5147058823529411
Bihar,VAISHALI,2003,Whole Year,Onion,345.0,1880.0,5.449275362318841
Bihar,VAISHALI,2003,Whole Year,Potato,6842.0,44491.0,6.5026308097047645
Bihar,VAISHALI,2003,Whole Year,Sugarcane,238.0,9510.0,39.95798319327731
Bihar,VAISHALI,2003,Whole Year,Sweet potato,327.0,4580.0,14.00611620795107
Bihar,VAISHALI,2003,Whole Year,Tobacco,5023.0,5586.0,1.1120844117061517
Bihar,VAISHALI,2003,Whole Year,Turmeric,39.0,39.0,1.0
Bihar,VAISHALI,2003,Winter,Rice,48738.0,31081.0,0.6377159505929665
Bihar,VAISHALI,2004,Autumn,Rice,11266.0,5372.0,0.47683294869518905
Bihar,VAISHALI,2004,Kharif,Arhar/Tur,1145.0,1044.0,0.9117903930131004
Bihar,VAISHALI,2004,Kharif,Castor seed,2.0,2.0,1.0
Bihar,VAISHALI,2004,Kharif,Jute,3.0,24.0,8.0
Bihar,VAISHALI,2004,Kharif,Maize,17206.0,31763.0,1.8460420783447635
Bihar,VAISHALI,2004,Kharif,Mesta,428.0,3414.0,7.9766355140186915
Bihar,VAISHALI,2004,Kharif,Moong(Green Gram),120.0,82.0,0.6833333333333333
Bihar,VAISHALI,2004,Kharif,Ragi,283.0,80.0,0.2826855123674912
Bihar,VAISHALI,2004,Kharif,Sesamum,20.0,16.0,0.8
Bihar,VAISHALI,2004,Kharif,Small millets,607.0,474.0,0.7808896210873146
Bihar,VAISHALI,2004,Kharif,Sunflower,3.0,4.0,1.3333333333333333
Bihar,VAISHALI,2004,Kharif,Urad,553.0,398.0,0.7197106690777577
Bihar,VAISHALI,2004,Rabi,Barley,452.0,577.0,1.2765486725663717
Bihar,VAISHALI,2004,Rabi,Gram,1201.0,1002.0,0.8343047460449625
Bihar,VAISHALI,2004,Rabi,Khesari,41.0,21.0,0.5121951219512195
Bihar,VAISHALI,2004,Rabi,Linseed,99.0,83.0,0.8383838383838383
Bihar,VAISHALI,2004,Rabi,Maize,6439.0,21165.0,3.28700108712533
Bihar,VAISHALI,2004,Rabi,Masoor,334.0,224.0,0.6706586826347305
Bihar,VAISHALI,2004,Rabi,Other  Rabi pulses,1.0,1.0,1.0
Bihar,VAISHALI,2004,Rabi,Peas & beans (Pulses),70.0,62.0,0.8857142857142857
Bihar,VAISHALI,2004,Rabi,Rapeseed &Mustard,2537.0,1629.0,0.6420969649191959
Bihar,VAISHALI,2004,Rabi,Safflower,6.0,5.0,0.8333333333333334
Bihar,VAISHALI,2004,Rabi,Wheat,44743.0,96752.0,2.162394117515589
Bihar,VAISHALI,2004,Summer,Maize,9679.0,28372.0,2.931294555222647
Bihar,VAISHALI,2004,Summer,Moong(Green Gram),13746.0,5457.0,0.3969882147533828
Bihar,VAISHALI,2004,Summer,Rice,10.0,15.0,1.5
Bihar,VAISHALI,2004,Whole Year,Banana,2067.0,21125.0,10.220125786163521
Bihar,VAISHALI,2004,Whole Year,Coriander,177.0,116.0,0.655367231638418
Bihar,VAISHALI,2004,Whole Year,Dry chillies,27.0,21.0,0.7777777777777778
Bihar,VAISHALI,2004,Whole Year,Garlic,91.0,138.0,1.5164835164835164
Bihar,VAISHALI,2004,Whole Year,Onion,706.0,4222.0,5.980169971671388
Bihar,VAISHALI,2004,Whole Year,Potato,8042.0,48439.0,6.023252922158667
Bihar,VAISHALI,2004,Whole Year,Sugarcane,122.0,4609.0,37.778688524590166
Bihar,VAISHALI,2004,Whole Year,Sweet potato,262.0,3937.0,15.026717557251908
Bihar,VAISHALI,2004,Whole Year,Tobacco,6378.0,7405.0,1.161022264032612
Bihar,VAISHALI,2004,Whole Year,Turmeric,59.0,58.0,0.9830508474576272
Bihar,VAISHALI,2004,Winter,Rice,49316.0,13288.0,0.269446021575148
Bihar,VAISHALI,2005,Autumn,Rice,10577.0,12259.0,1.1590242980051053
Bihar,VAISHALI,2005,Kharif,Arhar/Tur,1144.0,2017.0,1.7631118881118881
Bihar,VAISHALI,2005,Kharif,Bajra,1.0,1.0,1.0
Bihar,VAISHALI,2005,Kharif,Jowar,318.0,354.0,1.1132075471698113
Bihar,VAISHALI,2005,Kharif,Jute,70.0,710.0,10.142857142857142
Bihar,VAISHALI,2005,Kharif,Maize,15569.0,29187.0,1.8746868777699275
Bihar,VAISHALI,2005,Kharif,Moong(Green Gram),54.0,31.0,0.5740740740740741
Bihar,VAISHALI,2005,Kharif,Other Kharif pulses,63.0,31.0,0.49206349206349204
Bihar,VAISHALI,2005,Kharif,Ragi,245.0,97.0,0.39591836734693875
Bihar,VAISHALI,2005,Kharif,Sesamum,36.0,29.0,0.8055555555555556
Bihar,VAISHALI,2005,Kharif,Small millets,515.0,403.0,0.7825242718446602
Bihar,VAISHALI,2005,Kharif,Sunflower,2.0,3.0,1.5
Bihar,VAISHALI,2005,Kharif,Urad,518.0,397.0,0.7664092664092664
Bihar,VAISHALI,2005,Rabi,Barley,210.0,155.0,0.7380952380952381
Bihar,VAISHALI,2005,Rabi,Gram,756.0,711.0,0.9404761904761905
Bihar,VAISHALI,2005,Rabi,Khesari,63.0,30.0,0.47619047619047616
Bihar,VAISHALI,2005,Rabi,Linseed,50.0,43.0,0.86
Bihar,VAISHALI,2005,Rabi,Maize,7865.0,21983.0,2.7950413223140496
Bihar,VAISHALI,2005,Rabi,Masoor,309.0,116.0,0.37540453074433655
Bihar,VAISHALI,2005,Rabi,Other  Rabi pulses,11.0,7.0,0.6363636363636364
Bihar,VAISHALI,2005,Rabi,Peas & beans (Pulses),55.0,51.0,0.9272727272727272
Bihar,VAISHALI,2005,Rabi,Rapeseed &Mustard,2942.0,2142.0,0.7280761386811693
Bihar,VAISHALI,2005,Rabi,Wheat,44203.0,67764.0,1.5330181209420175
Bihar,VAISHALI,2005,Summer,Maize,9762.0,26486.0,2.713173530014341
Bihar,VAISHALI,2005,Summer,Moong(Green Gram),13182.0,4706.0,0.35700197238658776
Bihar,VAISHALI,2005,Summer,Rice,496.0,473.0,0.9536290322580645
Bihar,VAISHALI,2005,Whole Year,Banana,2797.0,20474.0,7.319985698963174
Bihar,VAISHALI,2005,Whole Year,Coriander,166.0,130.0,0.7831325301204819
Bihar,VAISHALI,2005,Whole Year,Dry chillies,30.0,48.0,1.6
Bihar,VAISHALI,2005,Whole Year,Garlic,76.0,112.0,1.4736842105263157
Bihar,VAISHALI,2005,Whole Year,Onion,556.0,2991.0,5.379496402877698
Bihar,VAISHALI,2005,Whole Year,Potato,8131.0,43340.0,5.33021768540155
Bihar,VAISHALI,2005,Whole Year,Sannhamp,1.0,1.0,1.0
Bihar,VAISHALI,2005,Whole Year,Sugarcane,114.0,4514.0,39.59649122807018
Bihar,VAISHALI,2005,Whole Year,Sweet potato,360.0,5463.0,15.175
Bihar,VAISHALI,2005,Whole Year,Tobacco,6088.0,7019.0,1.1529237844940867
Bihar,VAISHALI,2005,Whole Year,Turmeric,47.0,46.0,0.9787234042553191
Bihar,VAISHALI,2005,Winter,Rice,48545.0,46887.0,0.9658461221547018
Bihar,VAISHALI,2006,Autumn,Rice,10375.0,12118.0,1.168
Bihar,VAISHALI,2006,Kharif,Arhar/Tur,1174.0,404.0,0.3441226575809199
Bihar,VAISHALI,2006,Kharif,Bajra,5.0,5.0,1.0
Bihar,VAISHALI,2006,Kharif,Jowar,308.0,342.0,1.1103896103896105
Bihar,VAISHALI,2006,Kharif,Jute,62.0,633.0,10.209677419354838
Bihar,VAISHALI,2006,Kharif,Maize,15801.0,23768.0,1.50420859439276
Bihar,VAISHALI,2006,Kharif,Mesta,437.0,2729.0,6.244851258581236
Bihar,VAISHALI,2006,Kharif,Moong(Green Gram),27.0,14.0,0.5185185185185185
Bihar,VAISHALI,2006,Kharif,Ragi,247.0,216.0,0.8744939271255061
Bihar,VAISHALI,2006,Kharif,Sesamum,35.0,27.0,0.7714285714285715
Bihar,VAISHALI,2006,Kharif,Urad,500.0,395.0,0.79
Bihar,VAISHALI,2006,Rabi,Barley,220.0,221.0,1.0045454545454546
Bihar,VAISHALI,2006,Rabi,Khesari,46.0,36.0,0.782608695652174
Bihar,VAISHALI,2006,Rabi,Linseed,55.0,47.0,0.8545454545454545
Bihar,VAISHALI,2006,Rabi,Maize,7459.0,22347.0,2.9959780131384903
Bihar,VAISHALI,2006,Rabi,Masoor,255.0,193.0,0.7568627450980392
Bihar,VAISHALI,2006,Rabi,Peas & beans (Pulses),42.0,39.0,0.9285714285714286
Bihar,VAISHALI,2006,Rabi,Rapeseed &Mustard,2705.0,1696.0,0.6269870609981516
Bihar,VAISHALI,2006,Rabi,Sunflower,3.0,4.0,1.3333333333333333
Bihar,VAISHALI,2006,Rabi,Wheat,47880.0,120298.0,2.512489557226399
Bihar,VAISHALI,2006,Summer,Maize,10902.0,23682.0,2.1722619702806822
Bihar,VAISHALI,2006,Summer,Moong(Green Gram),14014.0,4456.0,0.3179677465391751
Bihar,VAISHALI,2006,Summer,Rice,211.0,323.0,1.5308056872037914
Bihar,VAISHALI,2006,Winter,Rice,49010.0,33630.0,0.6861864925525403
Bihar,VAISHALI,2007,Autumn,Maize,16313.0,10327.0,0.6330533929994483
Bihar,VAISHALI,2007,Autumn,Rice,9340.0,6566.0,0.7029978586723769
Bihar,VAISHALI,2007,Kharif,Arhar/Tur,1108.0,957.0,0.8637184115523465
Bihar,VAISHALI,2007,Kharif,Bajra,5.0,5.0,1.0
Bihar,VAISHALI,2007,Kharif,Jowar,5.0,5.0,1.0
Bihar,VAISHALI,2007,Kharif,Jute,24.0,227.0,9.458333333333334
Bihar,VAISHALI,2007,Kharif,Mesta,536.0,3442.0,6.4216417910447765
Bihar,VAISHALI,2007,Kharif,Moong(Green Gram),135.0,112.0,0.8296296296296296
Bihar,VAISHALI,2007,Kharif,Other Kharif pulses,64.0,37.0,0.578125
Bihar,VAISHALI,2007,Kharif,Ragi,209.0,126.0,0.6028708133971292
Bihar,VAISHALI,2007,Kharif,Sannhamp,3.0,11.11,3.703333333333333
Bihar,VAISHALI,2007,Kharif,Sesamum,43.0,31.0,0.7209302325581395
Bihar,VAISHALI,2007,Kharif,Small millets,470.0,368.0,0.7829787234042553
Bihar,VAISHALI,2007,Kharif,Urad,461.0,363.0,0.7874186550976139
Bihar,VAISHALI,2007,Rabi,Barley,228.0,237.0,1.0394736842105263
Bihar,VAISHALI,2007,Rabi,Gram,110.0,109.0,0.990909090909091
Bihar,VAISHALI,2007,Rabi,Khesari,69.0,58.0,0.8405797101449275
Bihar,VAISHALI,2007,Rabi,Linseed,54.0,45.0,0.8333333333333334
Bihar,VAISHALI,2007,Rabi,Maize,5983.0,19355.0,3.2349991642988467
Bihar,VAISHALI,2007,Rabi,Masoor,525.0,362.0,0.6895238095238095
Bihar,VAISHALI,2007,Rabi,Other  Rabi pulses,75.0,56.0,0.7466666666666667
Bihar,VAISHALI,2007,Rabi,Peas & beans (Pulses),28.0,23.0,0.8214285714285714
Bihar,VAISHALI,2007,Rabi,Rapeseed &Mustard,2584.0,2196.0,0.8498452012383901
Bihar,VAISHALI,2007,Rabi,Sunflower,3.0,4.0,1.3333333333333333
Bihar,VAISHALI,2007,Rabi,Wheat,44156.0,118375.0,2.68083612646073
Bihar,VAISHALI,2007,Summer,Maize,11308.0,35482.0,3.137778563848603
Bihar,VAISHALI,2007,Summer,Moong(Green Gram),13198.0,5965.0,0.4519624185482649
Bihar,VAISHALI,2007,Summer,Rice,177.0,283.0,1.5988700564971752
Bihar,VAISHALI,2007,Whole Year,Banana,2964.0,22289.0,7.519905533063428
Bihar,VAISHALI,2007,Whole Year,Coriander,208.0,154.0,0.7403846153846154
Bihar,VAISHALI,2007,Whole Year,Dry chillies,51.0,96.0,1.8823529411764706
Bihar,VAISHALI,2007,Whole Year,Garlic,69.0,100.0,1.4492753623188406
Bihar,VAISHALI,2007,Whole Year,Onion,547.0,5421.0,9.910420475319928
Bihar,VAISHALI,2007,Whole Year,Potato,5639.0,39991.0,7.091860258911154
Bihar,VAISHALI,2007,Whole Year,Sugarcane,135.0,5127.0,37.977777777777774
